MANDT,ACCT,ITEM_NO,POST_DATE,VALUT,AMOUNT,WAERS,DC_IND,TEXT
100,000050000184,000006,20210916,20241010,2963604,CLP,S,Retiro
100,000050000184,000007,20231106,20201201,1736197,CLP,S,Comision
100,000050000184,000008,20240625,20230623,3689125,CLP,H,Transferencia
100,000050000184,000009,20240213,20240726,987923,CLP,H,Pago
100,000050000184,000010,20240410,20231018,1589894,CLP,S,Retiro
100,000050000184,000011,20210723,20220920,921054,CLP,S,Transferencia
100,000050000184,000012,20230329,20220529,2745447,CLP,H,Pago
100,000050000185,000001,20200624,20200604,140313,MXN,S,Transferencia
100,000050000185,000002,20220426,20220515,3472050,MXN,S,Transferencia
100,000050000185,000003,20220110,20200922,3406261,MXN,H,Transferencia
100,000050000185,000004,20240308,20240114,3679067,MXN,H,Comision
100,000050000185,000005,20230221,20200210,2085950,MXN,H,Retiro
100,000050000185,000006,20210505,20240427,4801211,MXN,H,Comision
100,000050000185,000007,20230104,20240924,3562602,MXN,H,Transferencia
100,000050000185,000008,20230719,20200616,1337188,MXN,H,Deposito
100,000050000185,000009,20210125,20201203,1381724,MXN,H,Retiro
100,000050000185,000010,20200607,20201127,4392548,MXN,H,Transferencia
100,000050000185,000011,20220203,20210202,1920436,MXN,H,Retiro
100,000050000185,000012,20201128,20230201,2861148,MXN,H,Retiro
100,000050000185,000013,20210821,20240805,4351722,MXN,H,Transferencia
100,000050000185,000014,20211006,20230621,1473474,MXN,S,Comision
100,000050000185,000015,20231215,20230718,34445,MXN,S,Retiro
100,000050000185,000016,20240202,20211028,1172984,MXN,H,Transferencia
100,000050000185,000017,20200423,20201103,3115940,MXN,H,Retiro
100,000050000185,000018,20240605,20231211,3426703,MXN,H,Pago
100,000050000185,000019,20210422,20230923,2609745,MXN,H,Retiro
100,000050000186,000001,20240803,20240329,4317691,MXN,S,Deposito
100,000050000186,000002,20230306,20220330,1015959,MXN,H,Deposito
100,000050000186,000003,20201205,20210313,2389990,MXN,H,Pago
100,000050000186,000004,20220930,20221005,3932751,MXN,S,Comision
100,000050000186,000005,20230128,20220703,1107248,MXN,S,Retiro
100,000050000186,000006,20200809,20221225,1475399,MXN,S,Retiro
100,000050000186,000007,20231106,20240219,3116603,MXN,S,Retiro
100,000050000186,000008,20230218,20241108,4442914,MXN,H,Deposito
100,000050000186,000009,20220825,20240420,3560387,MXN,H,Pago
100,000050000186,000010,20230104,20220604,3040672,MXN,H,Retiro
100,000050000186,000011,20220113,20221214,3848619,MXN,H,Pago
100,000050000186,000012,20240904,20200203,3457052,MXN,S,Transferencia
100,000050000186,000013,20240811,20200428,3751492,MXN,H,Deposito
100,000050000187,000001,20231206,20221124,2420518,MXN,S,Retiro
100,000050000187,000002,20200603,20230424,738399,MXN,S,Transferencia
100,000050000187,000003,20200413,20231224,3909866,MXN,S,Pago
100,000050000187,000004,20200221,20200521,4886360,MXN,S,Retiro
100,000050000187,000005,20240121,20241126,314320,MXN,S,Pago
100,000050000187,000006,20241012,20210131,146748,MXN,S,Pago
100,000050000187,000007,20230205,20240716,486532,MXN,S,Retiro
100,000050000187,000008,20230219,20220814,3922848,MXN,S,Deposito
100,000050000187,000009,20210707,20210304,3479839,MXN,H,Pago
100,000050000187,000010,20240106,20210606,1532034,MXN,S,Pago
100,000050000187,000011,20230214,20231103,1334075,MXN,H,Retiro
100,000050000187,000012,20240916,20210205,2212380,MXN,H,Comision
100,000050000187,000013,20210526,20201015,3370082,MXN,H,Comision
100,000050000187,000014,20230519,20200915,2336027,MXN,H,Pago
100,000050000188,000001,20220307,20210623,4729793,MXN,S,Comision
100,000050000188,000002,20200907,20220706,691342,MXN,S,Comision
100,000050000188,000003,20220331,20210624,795683,MXN,H,Retiro
100,000050000188,000004,20200221,20220314,2166093,MXN,H,Comision
100,000050000188,000005,20210511,20231027,4248513,MXN,H,Pago
100,000050000188,000006,20241011,20241012,823658,MXN,H,Retiro
100,000050000188,000007,20221126,20200520,1592752,MXN,S,Comision
100,000099002178,000008,20240527,20220930,4325062,MXN,S,Comision
100,000050000188,000009,20211227,20210422,1553765,MXN,H,Pago
100,000050000188,000010,20230827,20230722,598830,MXN,S,Retiro
100,000050000189,000001,20240428,20220330,1137304,MXN,H,Deposito
100,000050000189,000002,20240831,20230610,3987021,MXN,H,Pago
100,000050000189,000003,20220103,20200427,1103144,MXN,H,Retiro
100,000050000189,000004,20240603,20240912,2130193,MXN,H,Transferencia
100,000050000189,000005,20220804,20201113,2092063,MXN,S,Retiro
100,000050000189,000006,20200724,20201101,1325418,MXN,S,Deposito
100,000050000189,000007,20220318,20211101,711033,MXN,H,Deposito
100,000050000189,000008,20200101,20210125,4151558,MXN,S,Pago
100,000050000189,000009,20211209,20200825,1640601,MXN,S,Comision
100,000050000189,000010,20220222,20211226,2817101,MXN,S,Transferencia
100,000050000189,000011,20200329,20211230,1123007,MXN,H,Transferencia
100,000050000189,000012,20230704,20200716,2360833,MXN,S,Comision
100,000050000189,000013,20200808,20201115,2512575,MXN,S,Deposito
100,000050000189,000014,20240927,20230916,2512341,MXN,S,Transferencia
100,000050000190,000001,20210604,20240506,3050808,MXN,H,Pago
100,000050000190,000002,20200513,20200728,4876023,MXN,S,Transferencia
100,000050000190,000003,20240729,20230322,1392274,MXN,H,Deposito
100,000050000190,000004,20241008,20230730,107273,MXN,H,Transferencia
100,000050000190,000005,20230426,20211216,748848,MXN,H,Deposito
100,000050000190,000006,20210506,20230517,1541919,MXN,S,Retiro
100,000050000190,000007,20220219,20230407,489773,MXN,S,Deposito
100,000050000191,000001,20230208,20230714,3233207,MXN,S,Pago
100,000050000191,000002,20200219,20210630,2701939,MXN,S,Deposito
100,000050000191,000003,20210826,20240512,3377383,MXN,H,Retiro
100,000050000191,000004,20230725,20210722,3716631,MXN,S,Deposito
100,000050000191,000005,20240714,20231110,2167299,MXN,S,Retiro
100,000050000192,000001,20201111,20210606,1647385,USD,H,Deposito
100,000050000192,000002,20200917,20221109,492496,USD,S,Pago
100,000050000192,000003,20200622,20230816,3530833,USD,S,Pago
100,000050000192,000004,20201027,20240314,65987,USD,H,Pago
100,000050000192,000005,20200526,20240327,1352094,USD,H,Transferencia
100,000050000192,000006,20240420,20221118,2214930,USD,S,Pago
100,000050000192,000007,20230412,20230716,5653,USD,H,Transferencia
100,000050000193,000001,20241030,20241125,797608,USD,S,Deposito
100,000050000193,000002,20220731,20211004,1867734,USD,S,Pago
100,000050000193,000003,20240910,20220526,1818713,USD,H,Comision
100,000050000193,000004,20200816,20221016,4490796,USD,S,Comision
100,000050000193,000005,20210105,20221015,1668273,USD,S,Pago
100,000050000193,000006,20230528,20221026,4725952,USD,S,Transferencia
100,000050000193,000007,20231122,20220108,3964892,USD,H,Deposito
100,000050000193,000008,20231002,20210417,3565013,USD,S,Deposito
100,000050000193,000009,20240123,20210617,646986,USD,S,Retiro
100,000050000193,000010,20220825,20231117,1070461,USD,S,Transferencia
100,000050000193,000011,20200112,20241124,3802071,USD,H,Comision
100,000050000194,000001,20241028,20220329,2888893,MXN,H,Comision
100,000050000194,000002,20210409,20220904,1101110,MXN,H,Transferencia
100,000050000194,000003,20231125,20211207,864490,MXN,H,Comision
100,000050000194,000004,20210512,20200108,1733779,MXN,H,Retiro
100,000050000194,000005,20200914,20221211,3130993,MXN,S,Comision
100,000050000194,000006,20230704,20240510,128139,MXN,S,Transferencia
100,000050000194,000007,20241021,20230831,774987,MXN,H,Comision
100,000050000194,000008,20220701,20210725,228026,MXN,H,Deposito
100,000050000194,000009,20230622,20240810,4667896,MXN,H,Pago
100,000050000195,000001,20231125,20230813,4541642,MXN,H,Deposito
100,000050000195,000002,20200211,20211223,2903108,MXN,S,Transferencia
100,000050000195,000003,20200913,20220916,3760394,MXN,H,Deposito
100,000050000195,000004,20220621,20210629,4663360,MXN,S,Transferencia
100,000050000195,000005,20200715,20230110,1698938,MXN,H,Pago
100,000050000195,000006,20240315,20210119,1646876,MXN,S,Comision
100,000050000195,000007,20210202,20240122,2141276,MXN,H,Transferencia
100,000050000195,000008,20221207,20240630,1167547,MXN,H,Retiro
100,000050000195,000009,20230127,20220128,2326909,MXN,S,Pago
100,000050000195,000010,20201127,20210213,1574118,MXN,H,Deposito
100,000050000195,000011,20230727,20210919,906110,MXN,H,Transferencia
100,000050000195,000012,20220126,20200619,4942254,MXN,S,Comision
100,000050000195,000013,20220104,20201024,1971226,MXN,S,Deposito
100,000050000195,000014,20211106,20230613,886641,MXN,H,Retiro
100,000050000195,000015,20200525,20240829,3015212,MXN,H,Pago
100,000050000195,000016,20220426,20200911,575595,MXN,S,Comision
100,000050000195,000017,20220406,20221225,1212415,MXN,H,Retiro
100,000050000195,000018,20221125,20231119,2629888,MXN,H,Deposito
100,000050000195,000019,20230516,20210530,4971599,MXN,H,Deposito
100,000050000195,000020,20201203,20220411,2348259,MXN,H,Pago
100,000050000195,000021,20230720,20230525,652290,MXN,S,Comision
100,000050000196,000001,20211022,20200929,4681823,MXN,H,Transferencia
100,000050000196,000002,20200213,20230601,4255127,MXN,H,Retiro
100,000050000196,000003,20231019,20211117,1453043,MXN,H,Retiro
100,000050000196,000004,20221119,20210217,2701220,MXN,H,Deposito
100,000050000196,000005,20231005,20200705,724647,MXN,H,Retiro
100,000050000196,000006,20201023,20230911,1754089,MXN,H,Transferencia
100,000050000196,000007,20220917,20200925,1343216,MXN,H,Comision
100,000050000196,000008,20221004,20200116,2340747,MXN,H,Deposito
100,000050000196,000009,20200429,20240629,2480205,MXN,H,Comision
100,000050000196,000010,20240602,20221027,4281424,MXN,S,Pago
100,000050000197,000001,20200107,20200817,4750698,USD,S,Transferencia
100,000050000197,000002,20231113,20200729,3680505,USD,S,Comision
100,000050000197,000003,20241023,20240104,3555702,USD,S,Transferencia
100,000050000197,000004,20230611,20200920,1826444,USD,H,Deposito
100,000050000197,000005,20201127,20240728,2426810,USD,H,Pago
100,000050000197,000006,20220318,20231205,2174462,USD,S,Comision
100,000050000197,000007,20240204,20220628,287854,USD,H,Transferencia
100,000050000197,000008,20230201,20211026,1334260,USD,S,Retiro
100,000050000197,000009,20200217,20240506,818331,USD,H,Retiro
100,000050000197,000010,20220308,20210825,4516408,USD,H,Transferencia
100,000050000197,000011,20210823,20230331,2630948,USD,S,Pago
100,000050000198,000001,20210628,20220413,910362,JPY,H,Pago
100,000050000198,000002,20230131,20240414,1717327,JPY,S,Pago
100,000050000198,000003,20211208,20230122,2877395,JPY,H,Comision
100,000050000198,000004,20220308,20230722,4898081,JPY,H,Comision
100,000050000198,000005,20200705,20211104,3690827,JPY,H,Comision
100,000050000198,000006,20241009,20230612,1943439,JPY,S,Pago
100,000050000198,000007,20230627,20220125,4216421,JPY,S,Retiro
100,000050000198,000008,20201001,20200608,2858506,JPY,S,Comision
100,000050000199,000001,20221128,20200630,2422087,MXN,H,Retiro
100,000050000199,000002,20201029,20210421,927735,MXN,S,Transferencia
100,000050000199,000003,20210213,20200203,3380956,MXN,H,Retiro
100,000050000199,000004,20201006,20240206,3189667,MXN,S,Deposito
100,000050000199,000005,20210724,20230218,4599853,MXN,S,Transferencia
100,000050000199,000006,20220305,20221107,945173,MXN,H,Transferencia
100,000050000199,000007,20200908,20220608,1424685,MXN,S,Transferencia
100,000050000199,000008,20240205,20240415,4672927,MXN,H,Retiro
100,000050000199,000009,20220528,20230904,3293037,MXN,H,Transferencia
100,000050000199,000010,20210608,20240225,2932250,MXN,S,Retiro
100,000050000200,000001,20220615,20210920,3923315,MXN,H,Pago
100,50000200,000002,20210319,20241030,1730946,MXN,H,Deposito
100,000050000200,000003,20220922,20200212,4148021,MXN,H,Comision
100,000050000200,000004,20231025,20210706,4431954,MXN,H,Retiro
100,000050000200,000005,20210531,20240723,243373,MXN,S,Comision
100,000050000200,000006,20200929,20230717,1920518,MXN,H,Pago
100,000050000200,000007,20240527,20220424,2640214,MXN,S,Pago
100,000050000200,000008,20211220,20221023,2589377,MXN,H,Retiro
100,000050000200,000009,20240729,20240901,134557,MXN,S,Transferencia
100,000050000200,000010,20240116,20240926,1983101,MXN,S,Transferencia
100,000099002304,000011,20240527,20220321,74303,MXN,H,Comision
100,000050000200,000012,20230321,20240703,3840933,MXN,S,Pago
100,000050000201,000001,20210904,20201212,998744,MXN,S,Pago
100,000050000201,000002,20230703,20200816,4914282,MXN,H,Retiro
100,000050000201,000003,20200831,20230924,423902,MXN,S,Pago
100,000050000201,000004,20231222,20241022,1373387,MXN,H,Comision
100,000050000201,000005,20200627,20230621,624044,MXN,H,Pago
100,000050000201,000006,20200708,20211216,4865264,MXN,S,Comision
100,000050000201,000007,20230510,20240616,487331,MXN,H,Pago
100,000050000201,000008,20210213,20201219,4621600,MXN,H,Transferencia
100,000050000202,000001,20200513,20201116,2176781,MXN,S,Retiro
100,000050000202,000002,20220413,20220824,2821725,MXN,H,Comision
100,000050000202,000003,20211128,20240115,959448,MXN,S,Comision
100,000050000202,000004,20211108,20240106,3912677,MXN,H,Transferencia
100,000050000202,000005,20240519,20210808,4594886,MXN,H,Deposito
100,000050000202,000006,20201115,20210723,523769,MXN,S,Retiro
100,000050000202,000007,20230809,20201012,1874768,MXN,H,Transferencia
100,000050000202,000008,20241028,20240713,3749286,MXN,S,Deposito
100,000050000202,000009,20230410,20240528,1831202,MXN,H,Comision
100,000050000202,000010,20210522,20210103,1454131,MXN,S,Pago
100,000050000202,000011,20210130,20240617,621210,MXN,H,Retiro
100,000050000202,000012,20210122,20231129,4306751,MXN,H,Pago
100,000050000202,000013,20210206,20200804,4398429,MXN,H,Comision
100,000050000203,000001,20210506,20230429,2550401,USD,H,Comision
100,000050000203,000002,20200402,20231114,380572,USD,S,Deposito
100,000050000203,000003,20240805,20230511,3952349,USD,S,Comision
100,000050000203,000004,20200610,20210603,2817078,USD,H,Retiro
100,000050000203,000005,20241202,20210304,4600564,USD,S,Comision
100,000050000204,000001,20200110,20210215,2795754,MXN,S,Pago
100,000050000204,000002,20240518,20240806,3456101,MXN,H,Pago
100,000050000204,000003,20200327,20230331,1875403,MXN,S,Deposito
100,000050000204,000004,20210811,20201010,4858076,MXN,H,Comision
100,000050000204,000005,20220829,20220308,4246522,MXN,S,Transferencia
100,000050000204,000006,20230526,20240412,1927496,MXN,H,Transferencia
100,000050000204,000007,20210115,20210106,2571084,MXN,H,Comision
100,000050000204,000008,20240628,20210830,291423,MXN,H,Transferencia
100,000050000204,000009,20231031,20210211,1232992,MXN,S,Pago
100,000050000204,000010,20240617,20210313,2336861,MXN,S,Retiro
100,000050000205,000001,20211109,20220807,2678239,USD,H,Comision
100,000050000205,000002,20230312,20231018,287283,USD,S,Pago
100,000050000205,000003,20220302,20220617,2853182,USD,H,Deposito
100,000050000205,000004,20221026,20211120,3667654,USD,S,Transferencia
100,000050000205,000005,20200927,20210921,4931387,USD,S,Transferencia
100,000050000206,000001,20210125,20231212,4363431,MXN,H,Comision
100,000050000206,000002,20230525,20200124,4331692,MXN,H,Transferencia
100,000050000206,000003,20221002,20210315,717023,MXN,S,Retiro
100,000050000206,000004,20201103,20240715,15589,MXN,S,Retiro
100,000050000206,000005,20211221,20211117,2902406,MXN,H,Pago
100,000050000206,000006,20220515,20231214,4968710,MXN,H,Comision
100,000050000206,000007,20211119,20231105,270636,MXN,H,Pago
100,000050000206,000008,20240315,20210330,1148368,MXN,S,Transferencia
100,000050000206,000009,20200306,20210118,2615947,MXN,H,Deposito
100,000050000207,000001,20210321,20201216,2163063,MXN,S,Transferencia
100,000050000207,000002,20221202,20210612,3722696,MXN,H,Deposito
100,000050000207,000003,20200516,20220517,2546727,MXN,H,Transferencia
100,000050000207,000004,20240430,20210110,402067,MXN,H,Comision
100,000050000207,000005,20240823,20240821,4467505,MXN,S,Deposito
100,000050000207,000006,20211231,20200303,820634,MXN,S,Transferencia
100,000050000207,000007,20210810,20231212,324723,MXN,S,Pago
100,000050000207,000008,20210624,20241125,2971540,MXN,H,Transferencia
100,000050000207,000009,20220720,20210505,1163146,MXN,H,Deposito
100,000050000207,000010,20240927,20220211,2695138,MXN,H,Transferencia
100,000050000207,000011,20240224,20221116,4938885,MXN,S,Pago
100,000050000207,000012,20220220,20200224,2291655,MXN,S,Pago
100,000050000208,000001,20220901,20230901,1095901,MXN,H,Pago
100,000050000208,000002,20231003,20211213,3829539,MXN,H,Comision
100,000050000208,000003,20230329,20210904,5463,MXN,S,Transferencia
100,000050000208,000004,20220403,20210605,1597718,MXN,H,Transferencia
100,000050000208,000005,20230805,20230607,610125,MXN,H,Transferencia
100,000050000208,000006,20230419,20200811,3273472,MXN,H,Comision
100,000050000208,000007,20221114,20200805,3921766,MXN,S,Retiro
100,000050000208,000008,20210728,20230712,2749471,MXN,H,Transferencia
100,000050000208,000009,20240227,20231101,300363,MXN,S,Transferencia
100,000050000208,000010,20240321,20230306,3036216,MXN,H,Deposito
100,000050000208,000011,20210925,20221126,3513309,MXN,S,Comision
100,000050000208,000012,20240620,20201017,404194,MXN,H,Transferencia
100,000050000208,000013,20220801,20240609,2860711,MXN,S,Pago
100,000050000208,000014,20210926,20200918,592065,MXN,H,Deposito
100,000050000208,000015,20231114,20230926,4881478,MXN,S,Deposito
100,000050000209,000001,20220210,20240704,1212988,MXN,S,Pago
100,000050000209,000002,20200430,20240827,2337753,MXN,S,Comision
100,000050000209,000003,20231013,20220912,4331582,MXN,H,Pago
100,000050000209,000004,20210507,20220228,2533549,MXN,S,Pago
100,000050000209,000005,20230427,20210129,2785167,MXN,S,Deposito
100,000050000209,000006,20211206,20200117,2203005,MXN,H,Transferencia
100,000050000209,000007,20230924,20231008,346344,MXN,S,Comision
100,000050000209,000008,20220727,20230717,632590,MXN,H,Retiro
100,000050000209,000009,20201214,20231004,1982924,MXN,H,Deposito
100,000050000209,000010,20210903,20230813,3007882,MXN,H,Retiro
100,000050000209,000011,20221124,20200318,4648968,MXN,H,Comision
100,000050000209,000012,20220701,20230413,4281793,MXN,H,Comision
100,000050000209,000013,20200727,20220213,2310198,MXN,S,Pago
100,000050000209,000014,20200109,20201006,2181819,MXN,H,Deposito
100,000050000209,000015,20210222,20230207,681592,MXN,H,Retiro
100,000050000209,000016,20201224,20240626,2853892,MXN,S,Comision
100,000050000209,000017,20240924,20240229,497930,MXN,H,Retiro
100,000050000209,000018,20200205,20210317,4585926,MXN,H,Pago
100,000050000210,000001,20241123,20210311,3833694,USD,H,Transferencia
100,000050000210,000002,20200709,20230914,3280298,USD,S,Transferencia
100,000050000210,000003,20200810,20211112,2552715,USD,S,Comision
100,000050000210,000004,20220604,20230103,3285916,USD,H,Comision
100,000050000210,000005,20240110,20200829,4611358,USD,H,Pago
100,000050000210,000006,20230623,20211101,4889729,USD,H,Deposito
100,000050000210,000007,20201114,20240825,477010,USD,S,Retiro
100,000050000210,000008,20230131,20220522,2334689,USD,H,Retiro
100,000050000210,000009,20230524,20221015,1067782,USD,H,Transferencia
100,000050000210,000010,20200213,20240422,868983,USD,H,Transferencia
100,000050000210,000011,20210910,20200925,3994107,USD,S,Transferencia
100,000050000211,000001,20210605,20231002,2899962,MXN,H,Comision
100,000050000211,000002,20211016,20230127,3222743,MXN,H,Transferencia
100,000050000211,000003,20200527,20230322,4543115,MXN,H,Deposito
100,000050000211,000004,20220824,20200605,1163217,MXN,H,Comision
100,000050000211,000005,20240116,20220102,920697,MXN,H,Comision
100,000050000211,000006,20210318,20201220,3681353,MXN,S,Deposito
100,000050000211,000007,20230829,20200717,2465027,MXN,H,Retiro
100,000050000212,000001,20230614,20210120,2235375,MXN,S,Deposito
100,000050000212,000002,20200313,20211201,231567,MXN,S,Retiro
100,000050000212,000003,20240115,20220818,4075639,MXN,S,Pago
100,000050000212,000004,20231002,20200412,452056,MXN,S,Comision
100,000050000212,000005,20230623,20201216,1019958,MXN,H,Transferencia
100,000050000212,000006,20230626,20210501,378827,MXN,H,Transferencia
100,000050000212,000007,20231013,20210904,3807996,MXN,S,Retiro
100,000050000212,000008,20200415,20200731,948317,MXN,H,Retiro
100,000050000212,000009,20220718,20200313,3144180,MXN,S,Transferencia
100,000050000212,000010,20210825,20211211,2142783,MXN,S,Deposito
100,000050000213,000001,20220304,20230525,4060931,USD,H,Pago
100,000050000213,000002,20231025,20231208,1949209,USD,H,Pago
100,000050000213,000003,20200423,20210923,4319221,USD,S,Transferencia
100,000050000213,000004,20210122,20200420,4820345,USD,S,Pago
100,000050000213,000005,20241115,20221212,1052694,USD,H,Pago
100,000050000213,000006,20220220,20210803,1730281,USD,H,Retiro
100,000050000213,000007,20210411,20231210,3589075,USD,H,Retiro
100,000050000213,000008,20230315,20231217,2637350,USD,S,Deposito
100,000050000213,000009,20240916,20220529,1833376,USD,S,Transferencia
100,000050000213,000010,20200617,20230211,405885,USD,H,Retiro
100,000050000213,000011,20231123,20231130,2636511,USD,H,Comision
100,000050000213,000012,20240126,20230130,3812480,USD,S,Retiro
100,000050000213,000013,20230809,20210612,3095193,USD,S,Deposito
100,000050000213,000014,20240815,20210912,800051,USD,S,Deposito
100,000050000213,000015,20211228,20211218,1540574,USD,S,Comision
100,000050000213,000016,20220905,20210601,3625774,USD,S,Transferencia
100,000050000213,000017,20200907,20220925,1857061,USD,S,Retiro
100,000050000214,000001,20210718,20240317,3496240,MXN,H,Deposito
100,000050000214,000002,20221013,20221015,1133122,MXN,S,Deposito
100,000050000214,000003,20200708,20240719,80714,MXN,S,Deposito
100,000050000214,000004,20200308,20230810,4440173,MXN,S,Retiro
100,000050000214,000005,20230204,20240222,331022,MXN,S,Comision
100,000050000214,000006,20220922,20210226,2722168,MXN,H,Deposito
100,000050000214,000007,20210114,20201209,1315018,MXN,S,Deposito
100,000050000214,000008,20221025,20210614,807317,MXN,H,Retiro
100,000050000215,000001,20230727,20220409,401756,USD,H,Retiro
100,000050000215,000002,20200113,20230815,1034672,USD,S,Transferencia
100,000050000215,000003,20200816,20241102,4889745,USD,H,Deposito
100,000050000215,000004,20220714,20240201,4650313,USD,S,Transferencia
100,000050000215,000005,20200617,20200816,3544719,USD,H,Deposito
100,000050000215,000006,20230221,20210823,2561328,USD,H,Pago
100,000050000215,000007,20240916,20200309,1491662,USD,S,Retiro
100,000050000215,000008,20210510,20210111,1309913,USD,S,Deposito
100,000050000215,000009,20231129,20230513,848066,USD,S,Comision
100,000050000215,000010,20220105,20220102,4776297,USD,H,Transferencia
100,000050000215,000011,20211213,20201029,830326,USD,H,Pago
100,000050000215,000012,20200913,20240927,4672206,USD,H,Deposito
100,000050000215,000013,20231207,20240624,2365197,USD,S,Transferencia
100,000050000215,000014,20201024,20200716,2376908,USD,S,Transferencia
100,000050000216,000001,20240629,20220223,1168263,MXN,S,Transferencia
100,000050000216,000002,20240317,20221125,3758171,MXN,H,Retiro
100,000050000216,000003,20220412,20231004,4178748,MXN,H,Deposito
100,000050000216,000004,20200528,20220315,1843752,MXN,S,Retiro
100,000050000216,000005,20200407,20210602,954048,MXN,S,Comision
100,000050000216,000006,20211119,20220628,2119848,MXN,H,Transferencia
100,000050000216,000007,20200414,20210308,3850121,MXN,S,Pago
100,000050000216,000008,20240502,20210508,59563,MXN,S,Comision
100,000050000216,000009,20200909,20230606,3171669,MXN,S,Transferencia
100,000050000216,000010,20240617,20200401,4240349,MXN,H,Retiro
100,000050000216,000011,20221004,20241124,4854383,MXN,H,Comision
100,000050000216,000012,20211111,20200206,2615879,MXN,H,Pago
100,000050000216,000013,20200227,20210311,3987248,MXN,H,Comision
100,000050000216,000014,20230517,20230722,1253110,MXN,S,Deposito
100,000050000216,000015,20221105,20230906,3458004,MXN,S,Retiro
100,000050000217,000001,20201029,20200429,4676479,MXN,H,Pago
100,000050000217,000002,20210102,20230402,3748719,MXN,S,Pago
100,000050000217,000003,20240729,20230129,4465314,MXN,S,Deposito
100,000050000217,000004,20220202,20230610,3682774,MXN,S,Retiro
100,000050000217,000005,20200726,20240214,2505556,MXN,H,Deposito
100,000050000217,000006,20200705,20201008,3430346,MXN,H,Comision
100,000050000217,000007,20220511,20221109,3705176,MXN,S,Retiro
100,000050000217,000008,20240707,20200527,479096,MXN,S,Deposito
100,000050000217,000009,20200329,20210228,4982283,MXN,H,Transferencia
100,000050000217,000010,20221218,20240406,2282373,MXN,S,Comision
100,000050000217,000011,20240916,20210812,851773,MXN,S,Deposito
100,000050000217,000012,20210903,20200820,2513590,MXN,H,Comision
100,000050000217,000013,20240405,20220819,3115985,MXN,H,Deposito
100,000050000218,000001,20210119,20211010,1944914,JPY,H,Transferencia
100,000050000218,000002,20231002,20240727,2643641,JPY,S,Retiro
100,000050000218,000003,20200306,20220205,4487523,JPY,H,Pago
100,000050000218,000004,20230525,20200331,3890371,JPY,H,Deposito
100,000050000218,000005,20240416,20220703,2382421,JPY,S,Pago
100,000050000218,000006,20231114,20230201,1481865,JPY,H,Comision
100,000050000218,000007,20240304,20200810,3584240,JPY,H,Transferencia
100,000050000218,000008,20201206,20201003,1229062,JPY,H,Retiro
100,000050000218,000009,20230201,20201126,3951799,JPY,S,Pago
100,000050000218,000010,20230426,20200412,652781,JPY,S,Pago
100,000050000218,000011,20240621,20210703,562520,JPY,H,Deposito
100,000050000218,000012,20241101,20240901,2882650,JPY,S,Pago
100,000050000218,000013,20230405,20210308,4508868,JPY,H,Transferencia
100,000050000219,000001,20200227,20210920,663302,USD,H,Comision
100,000050000219,000002,20240910,20210801,1247004,USD,S,Transferencia
100,000050000219,000003,20240627,20230113,933827,USD,H,Deposito
100,000050000219,000004,20241119,20220815,4184180,USD,H,Deposito
100,000050000219,000005,20220329,20240830,2195337,USD,S,Transferencia
100,000050000219,000006,20240504,20220620,4259979,USD,H,Deposito
100,000050000219,000007,20230105,20210511,721047,USD,S,Comision
100,000050000219,000008,20211128,20240918,3912274,USD,S,Comision
100,000050000219,000009,20230501,20211203,3469693,USD,S,Deposito
100,000050000219,000010,20200104,20210623,677362,USD,S,Deposito
100,000050000219,000011,20210823,20200708,2630127,USD,S,Comision
100,000050000219,000012,20241002,20240312,2594853,USD,S,Comision
100,000050000219,000013,20200107,20231017,4328324,USD,S,Comision
100,000050000220,000001,20220621,20240411,1841958,MXN,H,Deposito
100,000050000220,000002,20220717,20240315,2732732,MXN,H,Comision
100,000050000220,000003,20210813,20220120,111217,MXN,H,Retiro
100,000050000220,000004,20221214,20230119,443534,MXN,S,Retiro
100,000050000220,000005,20200711,20230925,1600171,MXN,H,Deposito
100,000050000220,000006,20230331,20200612,4535004,MXN,H,Comision
100,000050000220,000007,20200627,20230318,2463828,MXN,S,Retiro
100,000050000220,000008,20220818,20220623,569128,MXN,S,Deposito
100,000050000220,000009,20240202,20210306,3478614,MXN,H,Comision
100,000050000220,000010,20200918,20200105,1641968,MXN,H,Transferencia
100,000050000220,000011,20231029,20230912,4165791,MXN,S,Transferencia
100,000050000220,000012,20240811,20200605,137526,MXN,H,Retiro
100,000050000220,000013,20200216,20210403,2054661,MXN,S,Retiro
100,000050000221,000001,20200611,20241202,3033492,MXN,H,Comision
100,000050000221,000002,20200526,20200331,834166,MXN,S,Pago
100,000050000221,000003,20200318,20240109,3758649,MXN,H,Pago
100,000050000221,000004,20220514,20231008,4943832,MXN,H,Retiro
100,000050000221,000005,20221216,20230816,1088326,MXN,H,Deposito
100,000050000221,000006,20221009,20210129,1622024,MXN,H,Retiro
100,000050000221,000007,20220928,20201108,2403218,MXN,S,Deposito
100,000050000221,000008,20240207,20230427,4091467,MXN,S,Deposito
100,000050000221,000009,20230804,20220115,163409,MXN,S,Retiro
100,000050000221,000010,20221121,20230114,3882411,MXN,H,Deposito
100,000050000221,000011,20220616,20200809,4819436,MXN,H,Transferencia
100,000050000221,000012,20231220,20220603,231454,MXN,H,Deposito
100,50000221,000013,20230902,20230411,4582150,MXN,S,Comision
